,name,title,attributes,description,section,section_type,available,special_title,capacity,enrolled,crn,levels,schedule_type,instructors,where,days,time
83,CAE 526,Energy Conservation Dsgn:Bldgs,Standard Tuition Rate,"Identification of the optimal energy performance achievable with various types of buildings and service systems. Reduction of infiltration. Control systems and strategies to achieve optimal energy performance. Effective utilization of daylight, heat pumps, passive and active solar heaters, heat storage and heat pipes in new and old buildings.",Fall 2020,Class,16,,16,0,11575,"Graduate Business, Graduate, Undergraduate",Lecture,Mohammad Heidarinejad,TBA,T,1:50pm - 4:30pm
84,CAE 544,Urban Transportation Planning,Standard Tuition Rate,"Exploration of the goals of urban transportation. Program planning in relating transportation technology to social, economic, and environmental systems. Systems analysis in forecasting urban land use and travel demand and evaluating alternatives in transportation planning to reach a balance between demand and supply.",Fall 2020,Class,15,,18,3,13761,"Graduate Business, Graduate, Undergraduate",Lecture,Zongzhi Li,TBA,M,6:25pm - 9:05pm
85,LAW 251,Contracts,CK Law Tuition Rate,"AA study of issues of contract formation, interpretation, breach, defenses, and remedies. Contract doctrines such as ""consideration"" and ""offer and acceptance"" and modern deviations from the traditional model are presented, as are various defenses to the prima facie case of contractual obligation. These include the traditional defenses of duress, misrepresentation, mistake, impossibility, and frustration. The contract remedies of monetary damages, specific performance, rescission and reformation are also explored. Among the other issues that may be studied are the parol evidence rule, the statute of frauds, and the rights of third party beneficiaries.",Fall 2020,Class,45,,90,45,14056,"Graduate Business, Law, Undergraduate",Lecture,Katharine Baker,TBA,TRF,10am - 11:35am
86,LAW 251,Contracts,CK Law Tuition Rate,"AA study of issues of contract formation, interpretation, breach, defenses, and remedies. Contract doctrines such as ""consideration"" and ""offer and acceptance"" and modern deviations from the traditional model are presented, as are various defenses to the prima facie case of contractual obligation. These include the traditional defenses of duress, misrepresentation, mistake, impossibility, and frustration. The contract remedies of monetary damages, specific performance, rescission and reformation are also explored. Among the other issues that may be studied are the parol evidence rule, the statute of frauds, and the rights of third party beneficiaries.",Fall 2020,Class,41,,90,49,14059,"Graduate Business, Law, Undergraduate",Lecture,Felice Batlan,TBA,MTR,1:55pm - 3:30pm
87,LAW 251,Contracts,CK Law Tuition Rate,"AA study of issues of contract formation, interpretation, breach, defenses, and remedies. Contract doctrines such as ""consideration"" and ""offer and acceptance"" and modern deviations from the traditional model are presented, as are various defenses to the prima facie case of contractual obligation. These include the traditional defenses of duress, misrepresentation, mistake, impossibility, and frustration. The contract remedies of monetary damages, specific performance, rescission and reformation are also explored. Among the other issues that may be studied are the parol evidence rule, the statute of frauds, and the rights of third party beneficiaries.",Fall 2020,Class,45,,90,45,14062,"Graduate Business, Law, Undergraduate",Lecture,Richard Warner,TBA,TRF,10am - 11:35am
88,LAW 515,Tax & Bankruptcy Clinic 1,CK Law Tuition Rate,"Students who intern in the Tax Litigation Program assist taxpayers with their tax disputed, including collection matters, audits, appeals and litigation before the Internal Revenue Service, United States Tax Court and the United States District Court.",Fall 2020,Class,996,,999,3,14006,"Master of Laws, Law, Non Credit",Clinical,Jonathan Decatorsmith,TBA,M,4pm - 5:50pm
89,LAW 515,Tax & Bankruptcy Clinic 1,CK Law Tuition Rate,"Students who intern in the Tax Litigation Program assist taxpayers with their tax disputed, including collection matters, audits, appeals and litigation before the Internal Revenue Service, United States Tax Court and the United States District Court.",Fall 2020,Class,998,,999,1,14007,"Master of Laws, Law, Non Credit",Clinical,Jonathan Decatorsmith,TBA,M,4pm - 5:50pm
90,LAW 514,Entrepreneurial Law Clinic 2,CK Law Tuition Rate,,Fall 2020,Class,998,,999,1,13985,"Graduate Business, Master of Laws, Law, Non Credit",Clinical,Heather Harper,TBA,M,4pm - 5:50pm
91,LAW 514,Entrepreneurial Law Clinic 2,CK Law Tuition Rate,,Fall 2020,Class,999,,999,0,14011,"Graduate Business, Master of Laws, Law, Non Credit",Clinical,Heather Harper,TBA,M,4pm - 5:50pm
92,LAW 511,Mediation and Other ADR Proc,CK Law Tuition Rate,"Students who intern in the ADR Program engage in training and practice in mediation, arbitration and other ADR techniques. They become certified as mediators over the course of the semester. Typical cases include juvenile court cases, criminal misdemeanor cases, employment discrimination cases, landlord-tenant disputed, and small claims court disputed. They also assist the clinical professors in arbitrating cases and drafting arbitration opinions.",Fall 2020,Class,996,,999,3,13993,"Graduate Business, Master of Laws, Law",Clinical,Pamela Kentra,TBA,M,4pm - 5:50pm
93,LAW 511,Mediation and Other ADR Proc,CK Law Tuition Rate,"Students who intern in the ADR Program engage in training and practice in mediation, arbitration and other ADR techniques. They become certified as mediators over the course of the semester. Typical cases include juvenile court cases, criminal misdemeanor cases, employment discrimination cases, landlord-tenant disputed, and small claims court disputed. They also assist the clinical professors in arbitrating cases and drafting arbitration opinions.",Fall 2020,Class,999,,999,0,13994,"Graduate Business, Master of Laws, Law",Clinical,Pamela Kentra,TBA,M,4pm - 5:50pm
94,LAW 512,Criminal Clinic 1,CK Law Tuition Rate,Students who intern in the Criminal Defense Litigation Program work on criminal defense matters in the trial and appellate courts in both the federal and state legal systems. The program represents clients accused of felonies and misdemeanors of all types.,Fall 2020,Class,996,,999,3,13978,"Graduate Business, Master of Laws, Law",Clinical,Richard Kling,TBA,M,4pm - 5:50pm
95,LAW 512,Criminal Clinic 1,CK Law Tuition Rate,Students who intern in the Criminal Defense Litigation Program work on criminal defense matters in the trial and appellate courts in both the federal and state legal systems. The program represents clients accused of felonies and misdemeanors of all types.,Fall 2020,Class,996,,999,3,13979,"Graduate Business, Master of Laws, Law",Clinical,Richard Kling,TBA,M,4pm - 5:50pm
96,MMAE 451,Finite Elmnt Methods in Engrg,"Eligible Pass/Fail Course, Standard Tuition Rate","Principles of minimum potential energy of structures--stiffness matrices, stress matrices and assembly process of global matrices. The finite element method for two-dimensional problems: interpolation functions, area coordinates, isoperimetric elements, and problems of stress concentration. General finite element codes: data generation and checks, ill-conditioned problems, and node numbering.",Fall 2020,Class,20,,50,30,13891,"Graduate Business, Graduate, Undergraduate",Lecture,Sayed Saghaian,TBA,MW,5pm - 6:15pm
97,MMAE 451,Finite Elmnt Methods in Engrg,"Eligible Pass/Fail Course, Standard Tuition Rate","Principles of minimum potential energy of structures--stiffness matrices, stress matrices and assembly process of global matrices. The finite element method for two-dimensional problems: interpolation functions, area coordinates, isoperimetric elements, and problems of stress concentration. General finite element codes: data generation and checks, ill-conditioned problems, and node numbering.",Fall 2020,Class,5,,10,5,13919,"Graduate Business, Graduate, Undergraduate",Lecture,Sayed Saghaian,TBA,,TBA
98,ITMD 566,Service-Oriented Architectures,Standard Tuition Rate,This course covers IT enterprise systems employing web services technologies in SOA and ESB architectural patterns. The student considers SOA which defines and provisions IT infrastructure and allows for a loosely-coupled data exchange over disparate applications participating in business processes. The simplification of integration and flexible reuse of business components within SOA is greatly furthered by ESB. Lab exercises using contemporary toolkits are utilized to reinforce platform-agnostic course topics.,Fall 2020,Class,10,,22,12,12098,"Graduate Business, Graduate, Undergraduate",Lecture,Hosea Lee,TBA,T,6:25pm - 9:05pm
99,ITMD 565,Rich Internet Applications,Standard Tuition Rate,"Students learn to create interactive rich Internet applications using Web development frameworks, applications, and techniques that primarily operate on the client-side. These applications often exhibit the same characteristics as desktop applications and are typically delivered through a standards-based Web browser, via a browser plug-in, or independently via sandboxes or virtual machines. Current software frameworks used to download, update, verify and execute these applications are addressed as well as writing applications for deployment in these frameworks.",Fall 2020,Class,28,,37,9,12095,"Graduate Business, Graduate, Undergraduate",Lecture,Brian Bailey,TBA,W,6:25pm - 9:05pm
100,ITMD 563,Intermediate Web App Dev,Standard Tuition Rate,"In-depth examination of the concepts involved in the development of Internet applications. Students will learn the differences and similarities between Internet applications and traditional client/server applications. A discussion of the technologies involved in creating these Internet applications is included, and students will learn to use these technologies to create robust server-side applications.",Fall 2020,Class,11,,15,4,12093,"Graduate Business, Graduate, Undergraduate",Lecture,Martin Schray,TBA,M,6:25pm - 9:05pm
101,ITMD 563,Intermediate Web App Dev,Standard Tuition Rate,"In-depth examination of the concepts involved in the development of Internet applications. Students will learn the differences and similarities between Internet applications and traditional client/server applications. A discussion of the technologies involved in creating these Internet applications is included, and students will learn to use these technologies to create robust server-side applications.",Fall 2020,Class,5,,5,0,13197,"Graduate Business, Graduate, Undergraduate",Lecture,Martin Schray,TBA,,TBA
